id,timestamp,user,text,country
77,2026-07-02T16:21:32.771000+00:00,var_facts7076,"What a performance from Nigeria, take a bow. #FIFAWorldCup #nigeria",NG
78,2026-07-02T17:06:12.140000+00:00,tifo_maker2051,Fan zone is packed ahead of the Switzerland game! #WorldCup2026 #switzerland,CH
79,2026-07-02T16:20:46.763000+00:00,tifo_maker6602,"Ivory Coast are the real deal, no debate. #WorldCup2026 #ivorycoast",CI
80,2026-07-02T16:22:21.327000+00:00,red_card_daily6221,Italy need to sort their defence out fast. #WorldCup2026 #italy,IT
81,2026-07-02T16:23:44.754000+00:00,kit_collector6663,Fan zone is packed ahead of the Uruguay game! #WorldCup2026 #uruguay,UY
82,2026-07-02T16:32:47.416000+00:00,red_card_daily9512,"What a performance from Argentina, take a bow. #FIFAWorldCup #argentina",AR
83,2026-07-02T16:28:41.108000+00:00,world_cup_diary3511,"Sweden are the real deal, no debate. #WorldCup2026 #sweden",SE
84,2026-07-02T16:35:21.612000+00:00,pitch_side4659,"Watching Paraguay train, the vibes are good. #paraguay",PY
85,2026-07-02T16:35:03.669000+00:00,pitch_side3858,"Honestly, Switzerland were poor today, no excuses. #switzerland",CH
86,2026-07-02T16:24:03.722000+00:00,striker_99410,"What a performance from Ivory Coast, take a bow. #FIFAWorldCup #ivorycoast",CI
87,2026-07-02T17:07:51.797000+00:00,pitch_side7471,Fan zone is packed ahead of the Ghana game! #WorldCup2026 #ghana,GH
88,2026-07-02T16:42:07.340000+00:00,fifty_fifty8109,"Spain looked tired and slow, big problems ahead. #WorldCup2026 #spain",ES
89,2026-07-02T16:43:09.366000+00:00,soccer_geek6975,Ghana looked absolutely world class tonight! #WorldCup2026 #ghana,GH
90,2026-07-02T16:55:47.745000+00:00,world_cup_diary832,Fan zone is packed ahead of the Egypt game! #WorldCup2026 #egypt,EG
91,2026-07-02T16:32:07.702000+00:00,world_cup_diary2194,Ghana vs opponent later — should be a tight match. #WorldCup2026 #ghana,GH
92,2026-07-02T16:15:04.247000+00:00,tifo_maker7261,"Panama looked tired and slow, big problems ahead. #WorldCup2026 #panama",PA
93,2026-07-02T16:28:15.981000+00:00,football_lab7315,Post-match interview with the United States coach just dropped. #unitedstates,US
94,2026-07-02T16:59:58.075000+00:00,matchday_4060,Post-match interview with the Uruguay coach just dropped. #uruguay,UY
95,2026-07-02T16:12:22.991000+00:00,ultras_worldcup4509,"Spain are the real deal, no debate. #WorldCup2026 #spain",ES
96,2026-07-02T16:40:20.672000+00:00,matchday_5512,"Watching Cameroon train, the vibes are good. #cameroon",CM
97,2026-07-02T16:48:44.672000+00:00,ultras_worldcup6285,"What a performance from Qatar, take a bow. #FIFAWorldCup #qatar",QA
98,2026-07-02T16:22:34.995000+00:00,red_card_daily6688,Denmark vs opponent later — should be a tight match. #WorldCup2026 #denmark,DK
99,2026-07-02T16:47:57.814000+00:00,keeper_legend6893,Qatar looked absolutely world class tonight! #WorldCup2026 #qatar,QA
100,2026-07-02T16:43:52.047000+00:00,fifty_fifty7824,Senegal vs opponent later — should be a tight match. #WorldCup2026 #senegal,SN
101,2026-07-02T17:10:40.902000+00:00,red_card_daily8828,"Jordan are the real deal, no debate. #WorldCup2026 #jordan",JO
102,2026-07-02T16:18:50.324000+00:00,touchline_3605,"What a performance from Uruguay, take a bow. #FIFAWorldCup #uruguay",UY
103,2026-07-02T16:52:00.858000+00:00,tifo_maker6634,"Nigeria are the real deal, no debate. #WorldCup2026 #nigeria",NG
104,2026-07-02T16:20:28.195000+00:00,football_lab451,"Watching Ecuador train, the vibes are good. #ecuador",EC
105,2026-07-02T16:43:32.991000+00:00,pitch_side7032,Senegal need to sort their defence out fast. #WorldCup2026 #senegal,SN
106,2026-07-02T17:01:36.467000+00:00,fifty_fifty5373,"I'm so proud of Panama, this squad is something special. #panama",PA
107,2026-07-02T16:56:17.864000+00:00,matchday_6916,"Panama are the real deal, no debate. #WorldCup2026 #panama",PA
108,2026-07-02T16:53:27.528000+00:00,var_facts3683,Canada looked absolutely world class tonight! #WorldCup2026 #canada,CA
109,2026-07-02T16:25:38.730000+00:00,fan_20264061,Cameroon vs opponent later — should be a tight match. #WorldCup2026 #cameroon,CM
110,2026-07-02T16:57:09.452000+00:00,striker_997768,Australia need to sort their defence out fast. #WorldCup2026 #australia,AU
111,2026-07-02T16:24:17.718000+00:00,world_cup_diary4208,Colombia need to sort their defence out fast. #WorldCup2026 #colombia,CO
112,2026-07-02T16:17:29.028000+00:00,midfield_maestro5106,Mexico looked absolutely world class tonight! #WorldCup2026 #mexico,MX
113,2026-07-02T17:03:32.232000+00:00,fifty_fifty6508,"I'm so proud of Senegal, this squad is something special. #senegal",SN
114,2026-07-02T16:21:06.642000+00:00,soccer_geek4951,"What a performance from England, take a bow. #FIFAWorldCup #england",GB
115,2026-07-02T16:11:39.243000+00:00,goal_hunter5698,Tunisia need to sort their defence out fast. #WorldCup2026 #tunisia,TN
116,2026-07-02T16:33:51.136000+00:00,kitbag_5600,Nigeria need to sort their defence out fast. #WorldCup2026 #nigeria,NG
117,2026-07-02T17:10:12.565000+00:00,red_card_daily5944,New Zealand vs opponent later — should be a tight match. #WorldCup2026 #newzealand,NZ
118,2026-07-02T16:26:39.794000+00:00,midfield_maestro8558,Post-match interview with the Panama coach just dropped. #panama,PA
119,2026-07-02T16:25:37.415000+00:00,touchline_7626,"Ireland looked tired and slow, big problems ahead. #WorldCup2026 #ireland",IE
120,2026-07-02T16:40:38.700000+00:00,ultras_worldcup1429,"Honestly, United States were poor today, no excuses. #unitedstates",US
121,2026-07-02T16:51:35.722000+00:00,fifty_fifty5521,"Norway are the real deal, no debate. #WorldCup2026 #norway",NO
122,2026-07-02T17:09:05.255000+00:00,touchline_3485,"Watching Peru train, the vibes are good. #peru",PE
123,2026-07-02T16:46:17.388000+00:00,football_lab176,"I'm so proud of Iran, this squad is something special. #iran",IR
124,2026-07-02T16:34:58.740000+00:00,touchline_9106,"England are the real deal, no debate. #WorldCup2026 #england",GB
125,2026-07-02T16:18:05.658000+00:00,touchline_7352,"Ghana looked tired and slow, big problems ahead. #WorldCup2026 #ghana",GH
126,2026-07-02T16:15:39.830000+00:00,fifty_fifty3996,"What a performance from Australia, take a bow. #FIFAWorldCup #australia",AU
127,2026-07-02T16:49:41.310000+00:00,football_lab8708,"Honestly, Switzerland were poor today, no excuses. #switzerland",CH
128,2026-07-02T16:47:03.808000+00:00,tifo_maker5774,Fan zone is packed ahead of the Nigeria game! #WorldCup2026 #nigeria,NG
129,2026-07-02T16:21:57.644000+00:00,ultras_worldcup1986,"I'm so proud of Panama, this squad is something special. #panama",PA
130,2026-07-02T16:20:40.346000+00:00,keeper_legend3555,"What a performance from England, take a bow. #FIFAWorldCup #england",GB
131,2026-07-02T16:19:27.699000+00:00,soccer_geek3190,"I'm so proud of Paraguay, this squad is something special. #paraguay",PY
132,2026-07-02T16:50:23.084000+00:00,fan_20268761,"I'm so proud of Germany, this squad is something special. #germany",DE
133,2026-07-02T17:02:14.704000+00:00,football_lab4796,Ireland looked absolutely world class tonight! #WorldCup2026 #ireland,IE
134,2026-07-02T16:22:20.451000+00:00,soccer_geek210,"Honestly, Croatia were poor today, no excuses. #croatia",HR
135,2026-07-02T16:30:57.832000+00:00,tifo_maker3030,"Italy are the real deal, no debate. #WorldCup2026 #italy",IT
136,2026-07-02T17:07:30.142000+00:00,soccer_geek1080,Post-match interview with the Iran coach just dropped. #iran,IR
137,2026-07-02T16:43:04.943000+00:00,striker_992454,Peru looked absolutely world class tonight! #WorldCup2026 #peru,PE
138,2026-07-02T16:14:23.455000+00:00,ultras_worldcup1950,Scotland vs opponent later — should be a tight match. #WorldCup2026 #scotland,GB
139,2026-07-02T16:32:04.904000+00:00,ultras_worldcup8571,"New Zealand looked tired and slow, big problems ahead. #WorldCup2026 #newzealand",NZ
140,2026-07-02T16:44:30.210000+00:00,red_card_daily5013,"Norway arriving at the stadium, crowd going wild. #FIFAWorldCup #norway",NO
141,2026-07-02T16:31:20.627000+00:00,keeper_legend3467,South Korea looked absolutely world class tonight! #WorldCup2026 #southkorea,KR
142,2026-07-02T16:52:35.625000+00:00,midfield_maestro9053,"What a performance from Switzerland, take a bow. #FIFAWorldCup #switzerland",CH
143,2026-07-02T17:05:50.787000+00:00,touchline_4781,"Ecuador are the real deal, no debate. #WorldCup2026 #ecuador",EC
144,2026-07-02T17:08:48.730000+00:00,world_cup_diary1176,"I'm so proud of Germany, this squad is something special. #germany",DE
145,2026-07-02T16:23:02.530000+00:00,keeper_legend6975,Fan zone is packed ahead of the Germany game! #WorldCup2026 #germany,DE
146,2026-07-02T17:03:04.225000+00:00,matchday_2340,"What a performance from Qatar, take a bow. #FIFAWorldCup #qatar",QA
147,2026-07-02T17:06:06.117000+00:00,kit_collector7205,"I'm so proud of Brazil, this squad is something special. #brazil",BR
148,2026-07-02T17:02:24.054000+00:00,fifty_fifty4470,"Panama looked tired and slow, big problems ahead. #WorldCup2026 #panama",PA
149,2026-07-02T16:36:06.499000+00:00,goal_hunter7088,Qatar looked absolutely world class tonight! #WorldCup2026 #qatar,QA
150,2026-07-02T16:19:44.773000+00:00,pitch_side3760,Jamaica need to sort their defence out fast. #WorldCup2026 #jamaica,JM
151,2026-07-02T16:23:57.419000+00:00,matchday_9451,Scotland need to sort their defence out fast. #WorldCup2026 #scotland,GB
152,2026-07-02T17:08:16.888000+00:00,matchday_2983,"Egypt are the real deal, no debate. #WorldCup2026 #egypt",EG
153,2026-07-02T16:30:10.581000+00:00,pitch_side7710,"Honestly, Nigeria were poor today, no excuses. #nigeria",NG
154,2026-07-02T16:46:46.177000+00:00,midfield_maestro5413,New Zealand looked absolutely world class tonight! #WorldCup2026 #newzealand,NZ
155,2026-07-02T16:42:19.067000+00:00,football_lab611,"Turkey are the real deal, no debate. #WorldCup2026 #turkey",TR
156,2026-07-02T16:39:17.953000+00:00,soccer_geek6632,"I'm so proud of Canada, this squad is something special. #canada",CA
157,2026-07-02T16:35:07.258000+00:00,world_cup_diary6780,"Argentina looked tired and slow, big problems ahead. #WorldCup2026 #argentina",AR
158,2026-07-02T17:07:18.283000+00:00,world_cup_diary855,"England are the real deal, no debate. #WorldCup2026 #england",GB
159,2026-07-02T16:56:51.846000+00:00,world_cup_diary7951,"I'm so proud of Ireland, this squad is something special. #ireland",IE
160,2026-07-02T17:02:36.334000+00:00,ultras_worldcup2604,Fan zone is packed ahead of the Australia game! #WorldCup2026 #australia,AU
161,2026-07-02T16:49:22.251000+00:00,pitch_side3691,"Saudi Arabia are the real deal, no debate. #WorldCup2026 #saudiarabia",SA
162,2026-07-02T16:12:16.520000+00:00,striker_998175,Colombia looked absolutely world class tonight! #WorldCup2026 #colombia,CO
163,2026-07-02T16:20:59.979000+00:00,red_card_daily7915,"I'm so proud of Italy, this squad is something special. #italy",IT
164,2026-07-02T16:38:04.998000+00:00,fifty_fifty3132,"What a performance from Ghana, take a bow. #FIFAWorldCup #ghana",GH
165,2026-07-02T16:29:11.660000+00:00,pitch_side4536,"Watching Poland train, the vibes are good. #poland",PL
166,2026-07-02T16:17:04.797000+00:00,fan_20264644,"I'm so proud of New Zealand, this squad is something special. #newzealand",NZ
167,2026-07-02T16:20:20.353000+00:00,touchline_2444,Fan zone is packed ahead of the Ivory Coast game! #WorldCup2026 #ivorycoast,CI
168,2026-07-02T16:39:52.676000+00:00,football_lab8913,"I'm so proud of Qatar, this squad is something special. #qatar",QA
169,2026-07-02T16:44:43.498000+00:00,ultras_worldcup9378,"Watching Panama train, the vibes are good. #panama",PA
170,2026-07-02T16:44:19.335000+00:00,goal_hunter5223,Post-match interview with the Germany coach just dropped. #germany,DE
171,2026-07-02T16:19:02.112000+00:00,fifty_fifty2502,Post-match interview with the Paraguay coach just dropped. #paraguay,PY
172,2026-07-02T16:36:28.073000+00:00,soccer_geek7223,"I'm so proud of Belgium, this squad is something special. #belgium",BE
173,2026-07-02T17:04:07.410000+00:00,striker_996727,Portugal vs opponent later — should be a tight match. #WorldCup2026 #portugal,PT
174,2026-07-02T16:25:19.280000+00:00,tifo_maker6522,"I'm so proud of Denmark, this squad is something special. #denmark",DK
175,2026-07-02T16:25:40.019000+00:00,fifty_fifty5198,Fan zone is packed ahead of the Canada game! #WorldCup2026 #canada,CA
176,2026-07-02T16:27:16.645000+00:00,football_lab598,Post-match interview with the Ukraine coach just dropped. #ukraine,UA
177,2026-07-02T16:27:55.819000+00:00,ultras_worldcup1490,"I'm so proud of Cameroon, this squad is something special. #cameroon",CM
178,2026-07-02T16:40:45.423000+00:00,world_cup_diary2735,Chile vs opponent later — should be a tight match. #WorldCup2026 #chile,CL
179,2026-07-02T16:22:34.780000+00:00,tifo_maker929,Ivory Coast vs opponent later — should be a tight match. #WorldCup2026 #ivorycoast,CI
180,2026-07-02T16:50:35.158000+00:00,ultras_worldcup8712,"What a performance from Jordan, take a bow. #FIFAWorldCup #jordan",JO
181,2026-07-02T16:42:17.361000+00:00,midfield_maestro2878,Scotland need to sort their defence out fast. #WorldCup2026 #scotland,GB
182,2026-07-02T17:05:34.414000+00:00,ultras_worldcup8163,Fan zone is packed ahead of the South Korea game! #WorldCup2026 #southkorea,KR
183,2026-07-02T16:30:19.693000+00:00,world_cup_diary4193,"I'm so proud of Denmark, this squad is something special. #denmark",DK
184,2026-07-02T16:24:28.699000+00:00,kit_collector8965,Post-match interview with the Argentina coach just dropped. #argentina,AR
185,2026-07-02T17:00:03.034000+00:00,kit_collector6961,"I'm so proud of Cameroon, this squad is something special. #cameroon",CM
186,2026-07-02T16:22:50.247000+00:00,keeper_legend6312,"I'm so proud of Iran, this squad is something special. #iran",IR
187,2026-07-02T16:11:26.483000+00:00,var_facts9427,"Paraguay are the real deal, no debate. #WorldCup2026 #paraguay",PY
188,2026-07-02T16:50:24.653000+00:00,matchday_142,"Turkey are the real deal, no debate. #WorldCup2026 #turkey",TR
189,2026-07-02T16:31:31.953000+00:00,touchline_4699,Tunisia vs opponent later — should be a tight match. #WorldCup2026 #tunisia,TN
190,2026-07-02T16:16:51.938000+00:00,ultras_worldcup3125,"Honestly, Germany were poor today, no excuses. #germany",DE
191,2026-07-02T16:27:41.425000+00:00,striker_991601,"Iran looked tired and slow, big problems ahead. #WorldCup2026 #iran",IR
192,2026-07-02T16:27:13.881000+00:00,goal_hunter9505,"Sweden are the real deal, no debate. #WorldCup2026 #sweden",SE
193,2026-07-02T16:45:35.293000+00:00,tifo_maker6817,"I'm so proud of United States, this squad is something special. #unitedstates",US
194,2026-07-02T16:58:48.944000+00:00,kitbag_8231,"I'm so proud of England, this squad is something special. #england",GB
195,2026-07-02T16:52:02.569000+00:00,kit_collector5559,"Ecuador are the real deal, no debate. #WorldCup2026 #ecuador",EC
196,2026-07-02T16:14:52.436000+00:00,striker_993706,Colombia looked absolutely world class tonight! #WorldCup2026 #colombia,CO
197,2026-07-02T16:23:48.924000+00:00,football_lab6002,"Honestly, United States were poor today, no excuses. #unitedstates",US
198,2026-07-02T17:04:46.874000+00:00,world_cup_diary6048,Netherlands looked absolutely world class tonight! #WorldCup2026 #netherlands,NL
199,2026-07-02T16:24:03.585000+00:00,fifty_fifty6096,"Uruguay looked tired and slow, big problems ahead. #WorldCup2026 #uruguay",UY
200,2026-07-02T17:03:31.195000+00:00,football_lab5384,Tunisia looked absolutely world class tonight! #WorldCup2026 #tunisia,TN
201,2026-07-02T16:28:26.761000+00:00,world_cup_diary4961,"Germany looked tired and slow, big problems ahead. #WorldCup2026 #germany",DE
202,2026-07-02T16:25:42.524000+00:00,goal_hunter4996,New Zealand looked absolutely world class tonight! #WorldCup2026 #newzealand,NZ
203,2026-07-02T16:36:39.414000+00:00,fifty_fifty7442,"What a performance from Colombia, take a bow. #FIFAWorldCup #colombia",CO
204,2026-07-02T16:45:09.496000+00:00,red_card_daily9632,Fan zone is packed ahead of the Switzerland game! #WorldCup2026 #switzerland,CH
205,2026-07-02T16:19:12.330000+00:00,soccer_geek8027,"United States are the real deal, no debate. #WorldCup2026 #unitedstates",US
206,2026-07-02T16:28:03.399000+00:00,goal_hunter6080,"New Zealand arriving at the stadium, crowd going wild. #FIFAWorldCup #newzealand",NZ
207,2026-07-02T16:55:54.336000+00:00,var_facts1637,"What a performance from Norway, take a bow. #FIFAWorldCup #norway",NO
208,2026-07-02T16:23:09.680000+00:00,goal_hunter6533,"I'm so proud of Mexico, this squad is something special. #mexico",MX
209,2026-07-02T16:51:48.501000+00:00,pitch_side3485,Post-match interview with the England coach just dropped. #england,GB
210,2026-07-02T16:26:14.128000+00:00,goal_hunter5474,Spain need to sort their defence out fast. #WorldCup2026 #spain,ES
211,2026-07-02T16:54:04.030000+00:00,pitch_side9090,"Watching Croatia train, the vibes are good. #croatia",HR
212,2026-07-02T16:56:36.751000+00:00,tifo_maker2427,"What a performance from Senegal, take a bow. #FIFAWorldCup #senegal",SN
213,2026-07-02T16:15:57.820000+00:00,striker_998860,"What a performance from Serbia, take a bow. #FIFAWorldCup #serbia",RS
214,2026-07-02T16:53:34.312000+00:00,striker_99253,Egypt looked absolutely world class tonight! #WorldCup2026 #egypt,EG
215,2026-07-02T16:46:03.054000+00:00,midfield_maestro4357,Ghana need to sort their defence out fast. #WorldCup2026 #ghana,GH
216,2026-07-02T17:07:25.854000+00:00,soccer_geek1051,Fan zone is packed ahead of the Croatia game! #WorldCup2026 #croatia,HR
217,2026-07-02T16:37:48.111000+00:00,soccer_geek7415,Fan zone is packed ahead of the Norway game! #WorldCup2026 #norway,NO
218,2026-07-02T16:35:52.379000+00:00,kitbag_4951,Germany vs opponent later — should be a tight match. #WorldCup2026 #germany,DE
219,2026-07-02T16:39:04.462000+00:00,touchline_6590,Sweden vs opponent later — should be a tight match. #WorldCup2026 #sweden,SE
220,2026-07-02T16:41:17.710000+00:00,pitch_side1333,"Tunisia are the real deal, no debate. #WorldCup2026 #tunisia",TN
221,2026-07-02T16:48:34.597000+00:00,matchday_9600,"What a performance from Serbia, take a bow. #FIFAWorldCup #serbia",RS
222,2026-07-02T16:32:45.658000+00:00,world_cup_diary8292,"I'm so proud of Ukraine, this squad is something special. #ukraine",UA
223,2026-07-02T16:28:46.287000+00:00,football_lab3532,Nigeria looked absolutely world class tonight! #WorldCup2026 #nigeria,NG
224,2026-07-02T16:41:01.787000+00:00,tifo_maker7440,Post-match interview with the Norway coach just dropped. #norway,NO
